imgAlt,imgName,isMeme
⚠️ CONTEST ⚠️ Are you playing X-mas Magic Run? 🎮  Did you know there's a secret level in the game!?🕵️ Can you find it? U,mcdonalds_switzerland_505,-1
"Yes, bacon-lovers… This is especially for y’all out there 🥓 🍔! #bigmacbacon #exciting",mcdonalds_switzerland_506,-1
Have you been good this year 😇? Are you also dreaming of some McDonald's goodies as reward 🎅🍟 🍔 ?,mcdonalds_switzerland_507,-1
🎮 Hot news for the gamers out there!  X-Mas Magic Run is now available in our app 📱 and you can win amazing prizes,mcdonalds_switzerland_508,-1
"The chicken wings are back 🍗 🥳! On this occasion a little quiz for you 🔎 ... easy, right? 😉..",mcdonalds_switzerland_509,-1
"Stay tuned... On December 1st, we launch our new app game: X-Mas Magic Run 🌟🎮! Who's ready to win amazing prizes every day? 🤩  #xmas #magicrun",mcdonalds_switzerland_510,-1
🥶 🌡️ This cold calls out for your comfy sweaters! Just make sure to wear the right colors to remain in style 😎 🍔,mcdonalds_switzerland_511,-1
It’s out 🔥! Get your favorites of the SNIPES x McDonald’s collab as of today in selected SNIPES stores on their website ,mcdonalds_switzerland_512,-1
"Ready to sauce it up? Only two days left until the launch of the exclusive SNIPES x McDonald’s collection. 
Check it out via www.snipes.com/mcdonalds @snipes_zuerich
#snipesxmcdonalds #snipesknows #imlovinit #SmallMomentsMakeABigDifference",mcdonalds_switzerland_513,-1
"We are there for you... 🍟 🍔 especially when you're having one of these busy days! 🧑‍💻 🤱 🏃 
#youlivewedeliver @bysofiaziani",mcdonalds_switzerland_514,-1
"⚠️Contest ⚠️
Are you also following @masked.singer.switzerland? 📺 Do you know the characters that are sponsored by myMcDonald's? Thanks to them you can win 1x 2 tickets for the final show in Cologne (Germany) on the 15th of December or 10 x 500 Ms in our app. All you have to do is follow us and let us know with whom you would like to go see the final. Good luck! 🍀 

Conditions in the bio.",mcdonalds_switzerland_515,-1
Our crew fulfills your wishes 🍔🍟 - no matter how special they are 😉. How do you make your burger perfect? #madeperfect,mcdonalds_switzerland_516,-1
"When @friedahodel and @fabiozerzuben try our hotter, fresher and juicier burgers 🍔 🍟, we only see stars in their eyes 🤩",mcdonalds_switzerland_517,-1
The advantage of being single? Not having to share any of this 🍔 🍟 🥤 🥳. Who agrees?Hap,mcdonalds_switzerland_518,-1
"When @kevin_mbabu tries our hotter, juicier and fresher burgers 🍔... We think he enjoys them 🤤!  ",mcdonalds_switzerland_519,-1
"🍔 🍟 We are there for you, no matter what is going on at home 😉  @friedahodel #McDelivery #Youlivewedeliver",mcdonalds_switzerland_520,-1
"Yes y’all, get ready for November 20th! Sauce it up with the exclusive SNIPES x McDonald’s collection 🔥!",mcdonalds_switzerland_521,-1
Thank you @jul_2201 for being so attentive and knowing our products so well 💛 ! But we have improved our Big Mac 🍔: it n,mcdonalds_switzerland_522,-1
💰 Deine Chance einen 1000 CHF Gutschein zu gewinnen. ,mcdonalds_switzerland_523,-2
⚠️Wanna win BIG? Get ready for our Comment Contest today at 12:00 and try to win a 1000 CHF in McDonald's vouchers⚠️. ,mcdonalds_switzerland_524,-1
"⚠️ Bereit, dein Glück für einen 1x1000 CHF McDonald's Gutschein zu versuchen? Unser Comment Contest beginnt morgen um",mcdonalds_switzerland_525,-2
"⚠️This Thursday at 12:00: time to WIN BIG with 1x1000 CHF McDonald’s voucher⚠️ Get ready to participate in our Comment Contest. 
Our 🍔 Big Mac has improved, it’s been #madeperfect. With the same ingredients as always. Just even better. Do you know all of them in their right order? Stay tuned for more information and set your alarms for this Thursday! 🕛 

T&Cs: link in the bio.",mcdonalds_switzerland_526,-1
"Our Big Mac 🍔 is now even better with a softer bun, more sauce and the beef grilled together with the onions! Delicious ",mcdonalds_switzerland_527,-1
"What’s in the bag? Stay tuned!
#snipesxmcdonalds #snipesknows #imlovinit #smallmomentsmakeabigdifference
@snipes_zuerich",mcdonalds_switzerland_528,-1
👻 Knock Knock... Trick or Treat 🧛‍♀️ ? Who would also love for this monster to knock at their door 🍦?#,mcdonalds_switzerland_529,-1
What's happening again with the time during the night 🕛? Hmmm 🤔... What we're sure of is that it's always the right,mcdonalds_switzerland_530,-1
"Last but not least - this week it's your chance to get the grey Coca-Cola™ glass 🖤. For every menu Medium, you will get ",mcdonalds_switzerland_531,-1
We are there for you...🍔🍟 even in busy times at home 🏡 #McDelivery #Youlivewedeliver,mcdonalds_switzerland_532,-1
We are there for you...🍔🍟 even during a Live-Stream 🎮 #McDelivery #Youlivewedeliver,mcdonalds_switzerland_533,-1
Fries with sauce on the go🍟? No problem! 🙌 Test our #lifehack and thank us later.,mcdonalds_switzerland_534,-1
"New Monday, new week, new Coca-Cola™ glass 🥳  This week you get the PINK glass 💖 with every menu Medium as a gift* 🎁. An",mcdonalds_switzerland_535,-1
Zoom in Sherlock 🕵️ 👀. In which field is our 🍔 hidden?,mcdonalds_switzerland_536,-1
"When you can’t decide, because everything is just way too delicious 🍦😍 !T",mcdonalds_switzerland_537,-1
Cheers to that: the Coca-Cola™ glasses are back! The blue one is waiting for you this week 💙and the pink 💖 and grey 🖤 ar,mcdonalds_switzerland_538,-1
Something special for that special someone 😍 💎. Tag your Bae who would love this necklace 🥰.,mcdonalds_switzerland_539,-1
Ready for the weekend? One more day to go and it's a very important one: the International World Egg Day 🥚 🍳 Start it,mcdonalds_switzerland_540,-1
No matter the weather - we go out in style 😎 🤠 !,mcdonalds_switzerland_541,-1
"⚠️ CONTEST ⚠️ 
Small moments make a big difference! What do you do to make a big difference for the people you love🥰 ? Let us know in the comments and participate in the raffle to get 10x50 CHF McDonald's vouchers 💰. Good luck! 🍀 
T&C's in bio.",mcdonalds_switzerland_542,-1
Show some love for today’s World Smile Day and tag your buddies with the best smiles 😁❤️,mcdonalds_switzerland_543,-1
The only sixpack to care about 😉 🙌. Agree?#,mcdonalds_switzerland_544,-1
So crispy – will only leave crumbles behind 🍔! If you’ve already tried our new Spicy BBQ Homestyle Crispy Chicken,mcdonalds_switzerland_545,-1
Not sure if we're really ready for you but still... WELCOME BACK fall! ❤️🍁 ,mcdonalds_switzerland_546,-1
Zoom into the black circle ⚫ to see who craves for some McDonald's yumminess right now! 🍟 🥤,mcdonalds_switzerland_547,-1
Fancy chilling with your family ❤️ ? Make yourselves comfortable ... We have something special for you 🍔 🍟 : ,mcdonalds_switzerland_548,-1
"Schnapp dir die HAMMER Deals, aktuell in unserer App 🍔 … Als Take-Away 🛍️ oder auf der Terrasse ☀️ OHNE Covid-Zertifikat und im Restaurant MIT Zertifikat und ID. Deine Lieblingsburger, zum Lieblingspreis, am Lieblingsort 😉 .
......
Profite de nos offres de folie, en ce moment dans l'app 🍔 ... A emporter 🛍️ ou en terrasse ☀️ SANS certificat COVID et au restaurant AVEC certificat et pièce d'identité. Tes burgers préférés, à ton prix préféré, à ton endroit préféré 😉.",mcdonalds_switzerland_549,-2
"⚠️ To note for your next visit: for guests who want to enjoy our burgers inside the restaurant, from now on we are",mcdonalds_switzerland_550,-1
Show them some love 🍟❤️! ,mcdonalds_switzerland_551,-1
Hungry? 🍔 Swipe left 🤤,mcdonalds_switzerland_552,-1
⚠️Warning - crispy content!⚠️Don’t look at it too closely if you’re hungry right now! 😉 🍔 #,mcdonalds_switzerland_553,1
"Now that's what we call a bundle of happiness 🍔 🍟 🥤 ! Small tip: with the amazing offers in our app, get your favorite",mcdonalds_switzerland_554,-1
Cruising to your favorite destination today 😎? ,mcdonalds_switzerland_555,-1
Nothing brightens up the mood as much as our new yummy donut 🍩! It even manages to fix broken hearts…❤️! Have you tried ,mcdonalds_switzerland_556,-1
Summer isn't over yet ☀️! Try to win Ragusa goodies + a voucher for a McFlurry and enjoy the sunny days ! 😍 ,mcdonalds_switzerland_557,-1
Who takes the best shots of our food 🍟 🍔 ? Share them with us in the comments for today’s #WorldPhotographyDay 📷,mcdonalds_switzerland_558,-1
🏀 WIN SPACE JAM BASKETBALLS - INCLUDING A VERY SPECIAL ONE 🏀,mcdonalds_switzerland_559,-1
Today we celebrate you(th)! 🙌  So we just want to drop some love for you guys here 💛 ❤️ #InternationalYouthDay,mcdonalds_switzerland_560,-1
☀️ Weather forecast for the next days ☀️: clearly Frappé Ragusa! 🤤 🥤 #FrappéRagusa #Summer #Frappé #Heat,mcdonalds_switzerland_561,-1
"Have delivered what you love! ❤️ 📮 🍔 🍟 JUST EAT offers the delivery costs for the whole month of August 🎁, so you can",mcdonalds_switzerland_562,-1
"So much love for our SWISS ORIGINAL 🍔 🇨🇭, back this August. There’s nowhere else we would like to be right now! What",mcdonalds_switzerland_563,-1
☔ 🌧️ 💧 Rainy days call for yummy food 🍟 🍔! What are you craving for right now? 😍,mcdonalds_switzerland_564,-1
"🇨🇭 Happy Birthday Switzerland!🇨🇭 🍩 Donut miss today’s surprise in our restaurants: a cute and delicious donut to celebrate the 1st of August 🎉. 

As long as stock lasts.
#happybirthdayswitzerland #1stofaugust #swissnoationalday #freedonut",mcdonalds_switzerland_565,-1
Today we celebrate Friendship Day 🥳 🎉! Who do you love so much – you're even sharing fries with them🍟? Let us know and tag your bff! #SmallMomentsMakeABigDifference #friendfriesforever,mcdonalds_switzerland_566,-1
"We know you've been waiting for this for a while... The McRaclette is back as of today to celebrate a Swiss month of August 🇨🇭 . How high is your excitement level 🤤 ?
#SmallMomentsMakeABigDifference #McRaclette",mcdonalds_switzerland_567,-1
"Did you find where the blueberries are hiding?
🥤 Frappé + blueberries = a perfect match 🤩 🙌! All we can say is YUMMYYY🤤! Will you be able to resist this new frappé?",mcdonalds_switzerland_568,-1
"Wanna win a cool Burger Summer Run T-Shirt 👕? Tag your gaming buddy in the comments and take part in the raffle until the 31st of July. Good luck 🍀🤞!
T&Cs in bio",mcdonalds_switzerland_569,-1
"⚠️ Win movie tickets for Space Jam 🎥⚠️ Tell us who your kid’s favorite Looney Tunes character is 🍀🏀. And as of the 22nd of July, discover ""Space Jam: A New Legacy"" in the Happy Meal 🥰. Conditions apply – link in bio.",mcdonalds_switzerland_570,-1
Chicken or veggie burger? 🍔 🤔  What do you think? Swipe to find out and let us know if you had it right 🤓!,mcdonalds_switzerland_571,-1
"☀️ Do you love summer as much as we do ☀️? To celebrate it, our McCafé has some new products for you: Smoothie Sunshine, Frappé Ragusa and Mini Donuts Trio 🍩 🍩 🍩 ! One better than the other, we promise 😉",mcdonalds_switzerland_572,-1
"One Big Tasty, 12 variations – which one is YOUR favorite? 🍔 😍 🤤",mcdonalds_switzerland_573,-1
"Win a prize per day with our new Burger Summer Run App Game! 🍔 🕹️ 
And there’s even more: Play every day and get the chance to win even bigger prizes🎁 ! Good luck & have Fun 🍀 🎉
#SmallMomentsMakeABigDifference #BurgerSummerRun",mcdonalds_switzerland_574,-1
A complete meal for less than 10 bucks 😵? Yes 💪 No problem at all with our Big Bang Menu. Grab yourself one now! 🏃🏃🏃,mcdonalds_switzerland_575,-1
"So yummy, so crispy, unbelievably tasty 🤤... We can't resist 😍, can you?
Happy Fried Chicken Day to y'all! 🥳🍔
#FriedChickenDay",mcdonalds_switzerland_576,-1
Let’s go Nati!🇨🇭 ⚽ 🥳 @swiss_nati_men#S,mcdonalds_switzerland_577,-1
"Hopp Schwiiiz! 🇨🇭 We believe in you @swiss_nati_men ⚽ 💪  And as celebration of today's game: Get our Hamburger for CHF 1 - only today!*
.
.
*Valid on 2.7.2020 and on every further matchday of the Swiss national team during UEFA Euro 2021 in all McDonald's restaurants in Switzerland and in the Principality of Lichtenstein. No more than 3 burgers per person and purchase.",mcdonalds_switzerland_578,-1
Today there are two good reasons to celebrate🥳 : our Swiss team has made it through to the round of 16 and our Hamburger costs just 1 franc! 🍔 Who will you be cheering with today? ⚽🇨🇭,mcdonalds_switzerland_579,-1
Bananaaaa 💛 !!! The Minions are back with fun glasses! Are you and your family ready to collect them? Have fun !,mcdonalds_switzerland_580,-1
"⚠️POKÉMON GIVEAWAYS ⚠️ Tell us which is your child's favorite Pokémon in the comments, and try to win 2 out of 20",mcdonalds_switzerland_581,-1
Have you tried them all yet 🍔 ? Which of our Big Bang Burgers makes your mouth water most 🤤 ?,mcdonalds_switzerland_582,-1
"No matter which season, which weather and which situation you are in – McFlurry is always a good idea! How will you",mcdonalds_switzerland_583,-1
"HOPP SCHWIIZ ⚽! We’re celebrating a whole month of football, tasty burgers and cold refreshments. Let’s celebrate",mcdonalds_switzerland_584,-1
Why stand in line when you can order directly to your table with My Order? Download our app from the link in bio and save time! 🍟 🍔,mcdonalds_switzerland_585,-1
"""Big Tasty – It's a lifestyle! #BigTastyVariations​",mcdonalds_switzerland_586,-1
"Today, we thank the fathers out there for everything they do for us. THANK YOU, Padapa PAPA! ❤️ #FathersDay2021",mcdonalds_switzerland_587,-1
The time for change has come ☀️ ! ,mcdonalds_switzerland_588,-1
"Hello, sweet people! Do you see the smiles? We can't hide our excitement to be able to serve you again at the McCafé 😁! ",mcdonalds_switzerland_589,-1
"On June 3rd, Pokémon cards are coming to your kids Happy Meal! Are you ready to collect them?",mcdonalds_switzerland_590,-1
WE ARE A 100% BACK! The long wait has come to an end! From today you can finally enjoy your favorite burgers sitting inside our restaurants again 🍔. We’re looking forward to creating some moments of enjoyment together with you! #SmallMomentsMakeABigDifference,mcdonalds_switzerland_591,-1
"Wow, she really does take that tomato out of the Big Tasty? What is your habit to make the Big Tasty exactly right for",mcdonalds_switzerland_592,1
12 different Big Tasty variations to fall in love with! For which one of the new sauces does your heart beat ♥️ ? #BigTastyVariations,mcdonalds_switzerland_593,1
Summer Salsa or Smokey Sauce? With or without bacon? There are 12 different Big Tasty variations now. Which one is exactly the one for you? #BigTastyVariations,mcdonalds_switzerland_594,-1
French Open? French Fries!,mcdonalds_switzerland_595,-1
Swipe to see the probably longest french fry that ever existed!,mcdonalds_switzerland_596,-1
Our new Spicy McChicken burgers really are spicy! What's your way to cool your tongue after eating one of them 🌶 ?,mcdonalds_switzerland_597,-1
No need to wait for the sun to go down. Enjoy our famous sunset offers in the McDonald's app every day as of 17h! #sunsetoffers,mcdonalds_switzerland_598,-1
Try your luck🍀!,mcdonalds_switzerland_599,-1
"Washing her car? Cooking dinner for her? Let us know how you plan to surprise your mum and don’t forget to tag her, so",mcdonalds_switzerland_600,-1
"That moment when you manage to make your nearest and dearest smile!
#SmallMomentsMakeABigDifference",mcdonalds_switzerland_601,-1
"Or is it the other way around? Anyway, we wish you a happy Star Wars day! #maythefourthbewithyou",mcdonalds_switzerland_602,1
You don't have to be a ski pro to enjoy our Sundae Cailler's chocolate slopes🍦,mcdonalds_switzerland_603,-1
When you’re super careful with your Frappé because you’re wearing your fanciest clothes.,mcdonalds_switzerland_604,1
The perfect match or too hot to handle? Try it now! #SpiceFace🌶️,mcdonalds_switzerland_605,-1
Tidying up - the perfect way to figure out what you really love! 😍,mcdonalds_switzerland_606,-1
Would you also climb up mountains to enjoy this sweet view 🗻 ?,mcdonalds_switzerland_607,0
Spice up your life with something different 🌶️ ! The Veggie Spicy McChicken is waiting for you!,mcdonalds_switzerland_608,-1
The subtle way to show your colleagues where you wanna go for lunch.,mcdonalds_switzerland_609,1
We think these are pretty hot news 😎. What do you think? Will you try it 🌶️?,mcdonalds_switzerland_610,-1
Who’s been missing our table service? #GoodNews: WE’RE BACK with open terraces☀️! Don’t forget to download the contact tracing apps (SocialPass and Mindful) and register before you enjoy your favourite burger at our tables 🤘😍,mcdonalds_switzerland_611,-1
The Mona Lisa smile a.k.a. when you’ve got fries left but your friends don’t.,mcdonalds_switzerland_612,1
"Admit it... in reality, it’s just because you don’t wanna share your fries 😂 🍟",mcdonalds_switzerland_613,1
For everyone with a burnin’ passion 🔥 for Spicy Food 😍 who needs this right now?,mcdonalds_switzerland_614,-1
"Our amazing sunset offers are back, every day as of 17h! Download the McDonald’s App now and discover the best deals! 
*Check our app for the terms and conditions",mcdonalds_switzerland_615,-1
It‘s about to get spicy: Come and try our new Spicy McChicken Jalapeño today and show us your #SpiceFace🌶,mcdonalds_switzerland_616,-1
I grab my McFlurry Ragusa to go and sit outside.,mcdonalds_switzerland_617,-1
Train your brain in a yummy way! Can you come up with the solution?,mcdonalds_switzerland_618,-1
The Big Tasty Challenge: Try looking at this without producing any saliva😜,mcdonalds_switzerland_619,1
"Do your kids ask a lot of questions? 
Let them find answers in our new Happy Meal books!",mcdonalds_switzerland_620,-1
Coming soon: A new spicy experience. Our crew from Etoy tasted it already🥵 Are you up to the challenge? #SpiceFace🌶,mcdonalds_switzerland_621,-1
Coming soon: A new spicy experience. Our crew from Zürich Letzipark tasted it already🥵 Are you up to the challenge?,mcdonalds_switzerland_622,-1
Road trip advice: Always keep your tank AND your bellies full.,mcdonalds_switzerland_623,-1
You weren't lucky at finding Easter eggs? Go for a few snacks! Happy Easter to all of you! 💛,mcdonalds_switzerland_624,-1
Always a smart first move: Going to McDonald’s. 💛,mcdonalds_switzerland_625,-1
"Freshly arrived, delicious and very Swiss 😍💛. Who wants to try the new McFlurry Ragusa 🤤?",mcdonalds_switzerland_626,-1
When it's too delicious to resist 🍔 🍟 🤤! Who does the same?,mcdonalds_switzerland_627,1
When you get McDonald’s instead of a haircut.,mcdonalds_switzerland_628,1
"If the first three words you find were your next order, what would it look like? 😍😍",mcdonalds_switzerland_629,-1
Elvis: “Love me tender”,mcdonalds_switzerland_630,-1
The wings are back. Don’t chicken out now! Who’s gonna get them? 😍,mcdonalds_switzerland_631,-1
Curtains up! Who's the star on your stage?💛,mcdonalds_switzerland_632,-1
We’re so proud of our long-standing cooperation with local producers – and of TBWA\ZH for winning Silver at the Swiss,mcdonalds_switzerland_633,-1
When you’re suddenly super popular because you've ordered Chicken McNuggets...Who knows the feeling?,mcdonalds_switzerland_634,1
What a Big Mac says when trying to make advances 🍔 😜 !,mcdonalds_switzerland_635,-1
What would be your reaction? 😜,mcdonalds_switzerland_636,-1
"""Hurry up painting me, Alfred. My fries are getting cold!“ 🍟",mcdonalds_switzerland_637,1
Train your brain in a yummy way! Who’s able to solve this? 😜,mcdonalds_switzerland_638,-1
"Team Chicken McNuggets or Team Spicy Chicken McNuggets?  If you haven’t yet, hurry up to try the spicy ones! They are",mcdonalds_switzerland_639,-1
We support strong women!,mcdonalds_switzerland_640,-1
Thirsty people in the desert sometimes see a blurry oasis in the distance. Hungry people in Switzerland often see a,mcdonalds_switzerland_641,1
Who would you like to compliment? Tag them and declare your love 💛,mcdonalds_switzerland_642,-1
"27 years ago, in a famous movie, two American gangsters talked about how in Europe a “Quarter-Pounder with cheese” is",mcdonalds_switzerland_643,-1
Try your luck🍀! ,mcdonalds_switzerland_644,-1
What’s your favorite Big Bang Combo? 😍 💛,mcdonalds_switzerland_645,-1
Our Take-Away bag. Proud sponsor of having fun at home. Who agrees? 😜 💛,mcdonalds_switzerland_646,-1
"Did you know that with myOrder you can order and pay directly in the McDonald's app? Then you just pick up your favourite burger and enjoy! 🍔 💛 Download the app and have a try 😉 !
Link in Bio.",mcdonalds_switzerland_647,-1
Always the same story! Tag your favorite food snatchers in the comments 🍔🍟,mcdonalds_switzerland_648,1
McDrive for the win 🤩 🏆,mcdonalds_switzerland_649,0
Would you have been better at maths if they had taught it like this?🤓 Show us your maths skills in the comments section!,mcdonalds_switzerland_650,-1
Tag the lucky person that gets to share the Chicken McNuggets with you 👀 💛,mcdonalds_switzerland_651,-1
Which friend of yours always gets nicer as soon as you order food at McDonald’s 🍔 ? Tag them in the comments!,mcdonalds_switzerland_652,1
Have you tried me already? Think you can taste the difference? I challenge you! Your McVeggie🍔,mcdonalds_switzerland_653,-1
The last fry is not for sharing! Who agrees?,mcdonalds_switzerland_654,1
"Whatever you prefer, we are here for you 😍 💛",mcdonalds_switzerland_655,-1
Let the magical Spicy Chicken McNugget bless you 😍,mcdonalds_switzerland_656,1
"Everything changes, but that Happy Meal feeling for kids stays the same! 💛",mcdonalds_switzerland_657,-1
BFF’s. Best Fries Forever.,mcdonalds_switzerland_658,0
Who will be your Valentine ❤️? Tag them in the comments and let them know 🥰 !,mcdonalds_switzerland_659,1
Do you know which burger this is? Let us know in the comments or swipe to find out. Real fans know.,mcdonalds_switzerland_660,1
"Now we pack our books and toys in paper. Happy Meal, happy kids, happy planet.",mcdonalds_switzerland_661,-1
Some nuggets are more precious than others. You decide which ones.,mcdonalds_switzerland_662,1
🔥 The hottest news in town: our Spicy Chicken McNuggets!» 🔥 Get them now!,mcdonalds_switzerland_663,-1
And on the 7th day he just wanted to chill and snack a spicy Chicken McNugget.,mcdonalds_switzerland_664,1
The McRaclette only stays available for another week. Show him how you feel before it’s too late.,mcdonalds_switzerland_665,-1
That moment when you get your food prepared with care! ENJOY 😍,mcdonalds_switzerland_666,-1
Totally gaga for sundaes ❤️ 🎶,mcdonalds_switzerland_667,1
"One burger, one picture, one word: juicy.",mcdonalds_switzerland_668,-1
Fries always look better in red.,mcdonalds_switzerland_669,1
mmmmmh 😍➡️check out the next slide!,mcdonalds_switzerland_670,-1
We donut say no to this. 🥁,mcdonalds_switzerland_671,1
"Fries before guys and nuggets before, well, anything really!",mcdonalds_switzerland_672,-1
Look what we can do if we stick snowflakes together 😍,mcdonalds_switzerland_673,-1
"McDelivery, McDrive or Take-Away - what can we do for your happiness?",mcdonalds_switzerland_674,-1
A swiss starter pack 😍,mcdonalds_switzerland_675,-1
Everyone is different. Which burger type are you?,mcdonalds_switzerland_676,-1
Any closer and you’d end up with foam on your nose.,mcdonalds_switzerland_677,-1
"OMG, I CAN’T BELIEVE THE McRACLETTE IS BACK IN 🇨🇭!",mcdonalds_switzerland_678,-1
"FINALLY, THE McRACLETTE IS BACK IN🇨🇭!",mcdonalds_switzerland_679,-1
Did someone say… nugget?,mcdonalds_switzerland_680,1
"Indulge now, remember the New Year’s resolutions later. 🤭",mcdonalds_switzerland_681,-1
or do you have a different opinion? 😍,mcdonalds_switzerland_682,-1
Say Chääs! Shouldn’t every day be a (Swiss) cheese day?,mcdonalds_switzerland_683,-1
A good party (even the smallest) deserves an even better delivery. A McDelivery 😜 🤩,mcdonalds_switzerland_684,-1
Happy Tasty Yummie Cheesy Savoury Sweet New Year!! 🥂 🎉,mcdonalds_switzerland_685,-1
🍔 + 🧀 = ❤️ I’m back! Did you miss me ?,mcdonalds_switzerland_686,-1
"Dear 🍔 Fans, we are here for you with our McDrives, Take-Away orders and McDelivery.",mcdonalds_switzerland_687,-1
Our Homestyle Honey Mustard Veggie is so tempting 😍,mcdonalds_switzerland_688,-1
"O Christmas Tree, O Christmas Tree, your golden fries delight us!” 🎼 We wish you a Merry Christmas!🎄",mcdonalds_switzerland_689,-1
"Have yourself a merry little Christmas, ",mcdonalds_switzerland_690,1
"Just because you can’t see something, doesn’t mean it doesn’t exist",mcdonalds_switzerland_691,1
Santaaaaa! Buuuuurger!,mcdonalds_switzerland_692,1
Nothing like a hot take-away bag to keep you warm.,mcdonalds_switzerland_693,-1
Are you fresh? As fresh as the air that we keep filtering from outside into our restaurants? 😍👍🏼,mcdonalds_switzerland_694,-1
Dear 🍔🍟 lover! Longing to be served at the table? We are open! For details & opening hours go to our website (link in,mcdonalds_switzerland_695,-1
The only ice cold you should be feeling this winter 😏,mcdonalds_switzerland_696,-1
There are some things that you just don’t want to wait for.,mcdonalds_switzerland_697,1
These winners receive an all-inclusive trip into my stomach.,mcdonalds_switzerland_698,1
"And a good, crispy, crunchy, creamy, soft morning to you.",mcdonalds_switzerland_699,-1
Yesterday was the St.Nicholas Day! We hope you behaved well this year :),mcdonalds_switzerland_700,-1
We’ll surprise your loved ones with an extra slice of Christmas 🎁! Like our post and send us your Christmas greeting as ,mcdonalds_switzerland_701,-1
"It’s like candy, but with buns, meat and cheese and no candy.",mcdonalds_switzerland_702,1
"Baboi para tu! So, what food for your family evening? Treat your children with a Happy Meal and find the Minions",mcdonalds_switzerland_703,-1
We’ll surprise your loved ones with an extra slice of Christmas 🎁! Like our post and send us your Christmas greeting as ,mcdonalds_switzerland_704,-1
Status: Hungry.,mcdonalds_switzerland_705,-1
Find the mistake. And eat it.,mcdonalds_switzerland_706,1
"We’re not mean, we’re sweet.",mcdonalds_switzerland_707,-1
Where friendship ends: sharing your McDonald’s menu.,mcdonalds_switzerland_708,1
Worth more for foodies than the crown jewels: the Macarons from McCafé.,mcdonalds_switzerland_709,1
Who is hiding behind the hedgehog?,mcdonalds_switzerland_710,-1
How would you solve this tasty Sudoku?,mcdonalds_switzerland_711,-1
"Oh Big Mac, you make my earf quake.",mcdonalds_switzerland_712,1
Good news: today is #worldtelevisonday. How about a movie and McDelivery?,mcdonalds_switzerland_713,0
"So close, you can almost taste it",mcdonalds_switzerland_714,-1
Happy to introduce to you: the yummiest news of this month.,mcdonalds_switzerland_715,-1
"Tell us, which burger makes your taste buds sing?",mcdonalds_switzerland_716,-1
Craving for a take-away this weekend? Our restaurants are open for you! 🤩 For opening hours per restaurant please visit ,mcdonalds_switzerland_717,-1
Always at your side until hunger does us part. Tag someone you would like to share a burger with to celebrate,mcdonalds_switzerland_718,-1
This week in every Happy Meal:  a captivating book to read with your children. Spend a true family moment together by,mcdonalds_switzerland_719,-1
"Boy, I will say anything for a cup of coffee from McCafé!!",mcdonalds_switzerland_720,1
"Cuz you know, you owe me 6 fries from last time",mcdonalds_switzerland_721,1
"The closer it gets, the better it gets – the Homestyle Honey Mustard Veggie.",mcdonalds_switzerland_722,-1
The most delicious way to heat up in this time of the year.,mcdonalds_switzerland_723,1
"We are here for you. Check our website for available services and opening hours! Treat yourself to something familiar, in these unusual times.",mcdonalds_switzerland_724,-1
Has the best taste in movies: the Big Tasty Double Bacon.,mcdonalds_switzerland_725,1
Is a Big Mac with bacon still a Big Mac and a night club during the day still a night club? 👇Add your comment below👇,mcdonalds_switzerland_726,-1
On the way to one of our restaurants? Just register with “SocialPass” or “Mindful Check-in” and enjoy. You will find,mcdonalds_switzerland_727,-1
You like it super extra yummy?,mcdonalds_switzerland_728,-1
We put the ‘O’ in Hall-O-ween 🦇,mcdonalds_switzerland_729,-1
These pretty drinks will turn heads and warm hearts.,mcdonalds_switzerland_730,-1
Literally a hot deal: Buy a reusable McCafé Mug for CHF 9.90 with a hot drink for free. Re-fill of your mug and save CHF,mcdonalds_switzerland_731,-1
"Come on, you all know what we meme!",mcdonalds_switzerland_732,1
"We feel honoured! Due to the high demand, some glass colours are already partly sold out, so take your chance to get your glass now. Only while stocks last.",mcdonalds_switzerland_733,-1
Real friends share the same taste in burgers. For example the Big Tasty Double Bacon. 💛,mcdonalds_switzerland_734,-1
Tip for a movie night: “Nuggets of the Fryabean” with McDelivery.,mcdonalds_switzerland_735,1
The new fall color trend: neon turquoise. Now 1 free Coca-Cola glass in neon turquoise with every medium menu. Until stocks last.,mcdonalds_switzerland_736,-1
Just that you know: you are perfect exactly as you are.,mcdonalds_switzerland_737,1
"In a land not so far away, there is a meadow of macaron’s that sweetly sway.",mcdonalds_switzerland_738,-1
"Green, green, green are all my glasses… Now 1 free Coca-Cola glass in neon green with every medium menu. Until stocks last.",mcdonalds_switzerland_739,-1
"Eggscuse me please, I have a mouthful of delicious things to do.",mcdonalds_switzerland_740,-1
aaaah! The new Coca-Cola glasses in 4 neon colors are here. 😍 Get 1 free glass with every medium menu – this week in green. The Rainbow 🌈 glass is exclusively available with the new bonus program myMcDonald’s in the app. While stocks last.,mcdonalds_switzerland_741,-1
"I could use a spare tyre, let’s pick up some more donuts!",mcdonalds_switzerland_742,-1
"I prefer fries, but thanks.",mcdonalds_switzerland_743,-1
"All you need is love...well, and a Big Tasty Doubly Bacon with large fries.",mcdonalds_switzerland_744,-1
Hold on to summer and embrace autumn with our Tropical Chia and Berry smoothies,mcdonalds_switzerland_745,-1
What rules would you break for the ones you love?,mcdonalds_switzerland_746,-1
"Big, Bigger, Biggest!! Only for a short time: Our classic is now available in three different sizes.",mcdonalds_switzerland_747,-1
